Outcome,AnimalNumber,Species,DateTime
Adoption,A0426,Dog,2025-03-28 11:35:26.685228
Adoption,A0678,Dog,2025-03-28 12:43:26.685228
Adoption,A0636,Dog,2025-03-28 13:21:26.685228
Adoption,A0380,Dog,2025-03-28 16:45:26.685228
Adoption,A0746,Dog,2025-03-28 21:53:26.685228
Adoption,A0450,Dog,2025-03-29 08:46:26.685228
Adoption,A0514,Cat,2025-03-29 10:30:26.685228
Adoption,A0003,Dog,2025-03-29 10:34:26.685228
Adoption,A0328,Cat,2025-03-29 10:38:26.685228
Adoption,A0275,Dog,2025-03-29 15:17:26.685228
Adoption,A0814,Cat,2025-03-29 16:20:26.685228
Adoption,A0219,Dog,2025-03-29 18:16:26.685228
Adoption,A0459,Cat,2025-03-30 09:08:26.685228
Adoption,A0993,Dog,2025-03-30 09:33:26.685228
Adoption,A0919,Cat,2025-03-30 10:08:26.685228
Adoption,A0940,Dog,2025-03-30 12:16:26.685228
Adoption,A0409,Dog,2025-03-30 12:18:26.685228
Adoption,A0922,Cat,2025-03-30 14:44:26.685228
Adoption,A0844,Cat,2025-03-30 16:27:26.685228
Adoption,A0331,Dog,2025-03-31 08:01:26.685228
Adoption,A0747,Cat,2025-03-31 09:18:26.685228
Adoption,A0804,Dog,2025-03-31 12:11:26.685228
Adoption,A0507,Dog,2025-03-31 15:40:26.685228
Adoption,A0075,Dog,2025-03-31 15:51:26.685228
Adoption,A0994,Cat,2025-03-31 16:23:26.685228
Adoption,A0923,Dog,2025-03-31 17:06:26.685228
Adoption,A0726,Dog,2025-03-31 17:26:26.685228
Adoption,A0227,Cat,2025-04-01 08:13:26.685228
Adoption,A0180,Other,2025-04-01 08:30:26.685228
Adoption,A0535,Dog,2025-04-01 09:15:26.685228
Adoption,A0137,Dog,2025-04-01 10:12:26.685228
Adoption,A0812,Dog,2025-04-01 11:25:26.685228
Adoption,A0475,Cat,2025-04-01 15:16:26.685228
Adoption,A0135,Dog,2025-04-01 17:36:26.685228
Adoption,A0440,Cat,2025-04-01 17:56:26.685228
Adoption,A0216,Dog,2025-04-02 10:10:26.685228
Adoption,A0309,Dog,2025-04-02 17:57:26.685228
Adoption,A0381,Dog,2025-04-03 11:03:26.685228
Adoption,A0773,Dog,2025-04-03 12:02:26.685228
Adoption,A0719,Cat,2025-04-03 16:11:26.685228
Adoption,A0213,Cat,2025-04-03 17:31:26.685228
Adoption,A0363,Dog,2025-04-04 09:46:26.685228
Adoption,A0568,Dog,2025-04-04 09:47:26.685228
Adoption,A0255,Dog,2025-04-04 10:20:26.685228
Adoption,A0324,Dog,2025-04-04 11:24:26.685228
Adoption,A0411,Dog,2025-04-04 11:45:26.685228
Adoption,A0533,Dog,2025-04-04 13:09:26.685228
Adoption,A0116,Cat,2025-04-04 13:54:26.685228
Adoption,A0721,Cat,2025-04-04 15:06:26.685228
Adoption,A0273,Dog,2025-04-04 15:28:26.685228
Adoption,A0543,Cat,2025-04-04 16:08:26.685228
Adoption,A0241,Cat,2025-04-04 16:48:26.685228
Adoption,A0855,Cat,2025-04-04 17:02:26.685228
Adoption,A0332,Dog,2025-04-04 17:40:26.685228
Adoption,A0555,Dog,2025-04-05 09:49:26.685228
Adoption,A0470,Cat,2025-04-05 11:48:26.685228
Adoption,A0464,Cat,2025-04-05 15:51:26.685228
Adoption,A0013,Dog,2025-04-05 17:32:26.685228
Adoption,A0967,Dog,2025-04-05 17:54:26.685228
Adoption,A0466,Dog,2025-04-06 09:49:26.685228
Adoption,A0190,Cat,2025-04-06 11:35:26.685228
Adoption,A0120,Cat,2025-04-06 14:21:26.685228
Adoption,A0904,Dog,2025-04-06 14:39:26.685228
Adoption,A0985,Cat,2025-04-06 14:43:26.685228
Adoption,A0495,Cat,2025-04-06 16:05:26.685228
Adoption,A0685,Cat,2025-04-06 16:51:26.685228
Adoption,A0399,Dog,2025-04-06 17:03:26.685228
Adoption,A0530,Dog,2025-04-06 18:27:26.685228
Adoption,A0672,Cat,2025-04-07 10:48:26.685228
Adoption,A0728,Dog,2025-04-07 15:42:26.685228
Adoption,A0126,Cat,2025-04-08 10:22:26.685228
Adoption,A0169,Cat,2025-04-08 10:29:26.685228
Adoption,A0008,Cat,2025-04-08 10:50:26.685228
Adoption,A0769,Dog,2025-04-08 15:54:26.685228
Adoption,A0001,Dog,2025-04-08 16:18:26.685228
Adoption,A0405,Cat,2025-04-08 16:18:26.685228
Adoption,A0355,Dog,2025-04-09 08:30:26.685228
Adoption,A0234,Dog,2025-04-09 10:29:26.685228
Adoption,A0809,Cat,2025-04-09 11:20:26.685228
Adoption,A0270,Dog,2025-04-09 11:24:26.685228
Adoption,A0063,Cat,2025-04-09 14:52:26.685228
Adoption,A0014,Dog,2025-04-09 15:03:26.685228
Adoption,A0118,Dog,2025-04-09 18:07:26.685228
Adoption,A0343,Cat,2025-04-09 19:11:26.685228
Adoption,A0720,Dog,2025-04-10 10:01:26.685228
Adoption,A0544,Cat,2025-04-10 11:44:26.685228
Adoption,A0519,Dog,2025-04-10 13:20:26.685228
Adoption,A0632,Cat,2025-04-10 17:15:26.685228
Adoption,A0783,Other,2025-04-11 13:28:26.685228
Adoption,A0419,Dog,2025-04-11 13:37:26.685228
Adoption,A0068,Cat,2025-04-11 14:35:26.685228
Adoption,A0845,Dog,2025-04-12 11:46:26.685228
Adoption,A0005,Dog,2025-04-12 16:08:26.685228
Adoption,A0873,Cat,2025-04-12 20:38:26.685228
Adoption,A0156,Dog,2025-04-13 08:35:26.685228
Adoption,A0618,Cat,2025-04-13 10:45:26.685228
Adoption,A0035,Dog,2025-04-13 11:27:26.685228
Adoption,A0403,Cat,2025-04-13 18:29:26.685228
Adoption,A0910,Dog,2025-04-14 09:21:26.685228
Adoption,A0578,Other,2025-04-14 10:57:26.685228
Adoption,A0607,Cat,2025-04-14 11:33:26.685228
Adoption,A0702,Dog,2025-04-14 11:40:26.685228
Adoption,A0407,Cat,2025-04-14 14:59:26.685228
Adoption,A0302,Dog,2025-04-14 15:43:26.685228
Adoption,A0864,Dog,2025-04-14 15:56:26.685228
Adoption,A0892,Cat,2025-04-14 17:13:26.685228
Adoption,A0738,Cat,2025-04-15 15:59:26.685228
Adoption,A0278,Dog,2025-04-15 18:20:26.685228
Adoption,A0895,Cat,2025-04-16 11:07:26.685228
Adoption,A0055,Dog,2025-04-16 12:04:26.685228
Adoption,A0564,Dog,2025-04-16 14:10:26.685228
Adoption,A0894,Cat,2025-04-16 14:52:26.685228
Adoption,A0897,Dog,2025-04-16 15:18:26.685228
Adoption,A0080,Cat,2025-04-16 15:33:26.685228
Adoption,A0871,Dog,2025-04-16 16:11:26.685228
Adoption,A0311,Dog,2025-04-16 17:07:26.685228
Adoption,A0801,Dog,2025-04-16 18:33:26.685228
Adoption,A0917,Dog,2025-04-17 10:41:26.685228
Adoption,A0761,Cat,2025-04-17 12:12:26.685228
Adoption,A0245,Dog,2025-04-17 12:57:26.685228
Adoption,A0550,Dog,2025-04-17 15:57:26.685228
Adoption,A0272,Other,2025-04-17 16:27:26.685228
Adoption,A0540,Dog,2025-04-18 09:12:26.685228
Adoption,A0547,Dog,2025-04-18 09:42:26.685228
Adoption,A0182,Other,2025-04-18 10:39:26.685228
Adoption,A0939,Dog,2025-04-18 11:39:26.685228
Adoption,A0193,Cat,2025-04-18 11:40:26.685228
Adoption,A0189,Cat,2025-04-18 11:48:26.685228
Adoption,A0191,Dog,2025-04-18 12:03:26.685228
Adoption,A0247,Dog,2025-04-18 12:29:26.685228
Adoption,A0267,Cat,2025-04-18 13:21:26.685228
Adoption,A0900,Cat,2025-04-18 14:58:26.685228
Adoption,A0743,Cat,2025-04-18 15:29:26.685228
Adoption,A0956,Cat,2025-04-18 16:03:26.685228
Adoption,A0854,Cat,2025-04-18 16:22:26.685228
Adoption,A0637,Cat,2025-04-18 17:11:26.685228
Adoption,A0417,Dog,2025-04-19 09:29:26.685228
Adoption,A0346,Dog,2025-04-19 12:13:26.685228
Adoption,A0522,Dog,2025-04-19 17:43:26.685228
Adoption,A0378,Cat,2025-04-20 10:09:26.685228
Adoption,A0800,Dog,2025-04-20 11:23:26.685228
Adoption,A0696,Dog,2025-04-20 14:11:26.685228
Adoption,A0868,Dog,2025-04-20 15:51:26.685228
Adoption,A0876,Dog,2025-04-20 16:59:26.685228
Adoption,A0518,Dog,2025-04-20 17:35:26.685228
Adoption,A0297,Cat,2025-04-20 18:18:26.685228
Adoption,A0265,Cat,2025-04-21 09:31:26.685228
Adoption,A0408,Dog,2025-04-21 09:59:26.685228
Adoption,A0167,Dog,2025-04-21 10:04:26.685228
Adoption,A0212,Cat,2025-04-21 10:31:26.685228
Adoption,A0333,Dog,2025-04-21 14:47:26.685228
Adoption,A0012,Cat,2025-04-22 10:59:26.685228
Adoption,A0566,Dog,2025-04-22 11:23:26.685228
Adoption,A0322,Dog,2025-04-22 14:33:26.685228
Adoption,A0675,Dog,2025-04-22 14:55:26.685228
Adoption,A0429,Cat,2025-04-22 15:48:26.685228
Adoption,A0445,Cat,2025-04-22 16:16:26.685228
Adoption,A0642,Cat,2025-04-22 18:59:26.685228
Adoption,A0664,Cat,2025-04-22 19:27:26.685228
Adoption,A1000,Dog,2025-04-22 19:46:26.685228
Adoption,A0805,Cat,2025-04-23 09:27:26.685228
Adoption,A0653,Dog,2025-04-23 10:03:26.685228
Adoption,A0178,Dog,2025-04-23 11:27:26.685228
Adoption,A0952,Dog,2025-04-23 12:58:26.685228
Adoption,A0938,Dog,2025-04-23 14:35:26.685228
Adoption,A0752,Dog,2025-04-23 14:45:26.685228
Adoption,A0666,Dog,2025-04-23 15:26:26.685228
Adoption,A0442,Dog,2025-04-23 17:53:26.685228
Adoption,A0706,Cat,2025-04-23 20:07:26.685228
Adoption,A0704,Dog,2025-04-24 09:36:26.685228
Adoption,A0298,Dog,2025-04-24 10:22:26.685228
Adoption,A0878,Dog,2025-04-24 11:14:26.685228
Adoption,A0262,Dog,2025-04-25 11:06:26.685228
Adoption,A0423,Dog,2025-04-25 11:18:26.685228
Adoption,A0525,Dog,2025-04-25 17:21:26.685228
Adoption,A0164,Dog,2025-04-26 08:50:26.685228
Adoption,A0842,Cat,2025-04-26 12:39:26.685228
Adoption,A0911,Dog,2025-04-26 13:47:26.685228
Adoption,A0166,Dog,2025-04-26 16:57:26.685228
Adoption,A0600,Cat,2025-04-27 09:56:26.685228
Adoption,A0818,Dog,2025-04-27 10:40:26.685228
Adoption,A0009,Dog,2025-04-27 16:06:26.685228
Adoption,A0437,Cat,2025-04-27 16:58:26.685228
Adoption,A0677,Cat,2025-04-27 17:07:26.685228
Adoption,A0583,Cat,2025-04-27 18:22:26.685228
Adoption,A0103,Cat,2025-04-28 08:01:26.685228
Adoption,A0207,Cat,2025-04-28 08:12:26.685228
Adoption,A0572,Dog,2025-04-28 12:25:26.685228
Adoption,A0754,Dog,2025-04-28 17:15:26.685228
Adoption,A0132,Dog,2025-04-29 09:43:26.685228
Adoption,A0217,Dog,2025-04-29 11:09:26.685228
Adoption,A0490,Dog,2025-04-29 11:48:26.685228
Adoption,A0084,Cat,2025-04-29 14:17:26.685228
Adoption,A0325,Cat,2025-04-29 15:09:26.685228
Adoption,A0418,Dog,2025-04-29 17:57:26.685228
Adoption,A0388,Dog,2025-04-30 12:06:26.685228
Adoption,A0441,Dog,2025-05-01 08:59:26.685228
Adoption,A0883,Cat,2025-05-01 11:58:26.685228
Adoption,A0627,Dog,2025-05-01 12:47:26.685228
Adoption,A0798,Cat,2025-05-01 15:08:26.685228
Adoption,A0200,Dog,2025-05-01 16:20:26.685228
Adoption,A0624,Dog,2025-05-01 17:04:26.685228
Adoption,A0965,Dog,2025-05-01 17:40:26.685228
Adoption,A0858,Cat,2025-05-02 08:24:26.685228
Adoption,A0631,Dog,2025-05-02 09:33:26.685228
Adoption,A0351,Dog,2025-05-02 11:19:26.685228
Adoption,A0432,Cat,2025-05-02 16:17:26.685228
Adoption,A0483,Cat,2025-05-03 08:45:26.685228
Adoption,A0277,Dog,2025-05-03 09:28:26.685228
Adoption,A0161,Dog,2025-05-03 10:06:26.685228
Adoption,A0290,Dog,2025-05-03 11:21:26.685228
Adoption,A0337,Dog,2025-05-03 11:35:26.685228
Adoption,A0561,Cat,2025-05-03 13:17:26.685228
Adoption,A0231,Dog,2025-05-03 15:49:26.685228
Adoption,A0294,Dog,2025-05-03 18:55:26.685228
Adoption,A0094,Dog,2025-05-04 09:41:26.685228
Adoption,A0446,Dog,2025-05-04 10:05:26.685228
Adoption,A0249,Dog,2025-05-04 11:38:26.685228
Adoption,A0198,Dog,2025-05-04 11:49:26.685228
Adoption,A0163,Dog,2025-05-04 15:27:26.685228
Adoption,A0435,Dog,2025-05-04 15:58:26.685228
Adoption,A0235,Dog,2025-05-04 18:19:26.685228
Adoption,A0722,Cat,2025-05-04 19:15:26.685228
Adoption,A0978,Dog,2025-05-05 08:20:26.685228
Adoption,A0052,Dog,2025-05-05 09:57:26.685228
Adoption,A0353,Dog,2025-05-05 10:15:26.685228
Adoption,A0201,Cat,2025-05-05 10:35:26.685228
Adoption,A0023,Cat,2025-05-05 11:28:26.685228
Adoption,A0509,Dog,2025-05-05 11:45:26.685228
Adoption,A0195,Cat,2025-05-05 12:24:26.685228
Adoption,A0863,Dog,2025-05-05 12:34:26.685228
Adoption,A0981,Dog,2025-05-05 14:47:26.685228
Adoption,A0187,Cat,2025-05-05 17:49:26.685228
Adoption,A0122,Dog,2025-05-06 08:48:26.685228
Adoption,A0016,Other,2025-05-06 12:38:26.685228
Adoption,A0038,Cat,2025-05-06 15:06:26.685228
Adoption,A0258,Dog,2025-05-06 15:07:26.685228
Adoption,A0635,Cat,2025-05-06 16:38:26.685228
Adoption,A0927,Dog,2025-05-06 16:59:26.685228
Adoption,A0188,Dog,2025-05-06 17:02:26.685228
Adoption,A0138,Cat,2025-05-07 08:07:26.685228
Adoption,A0064,Cat,2025-05-07 11:17:26.685228
Adoption,A0808,Dog,2025-05-07 11:47:26.685228
Adoption,A0788,Dog,2025-05-07 14:05:26.685228
Adoption,A0045,Dog,2025-05-07 16:20:26.685228
Adoption,A0613,Dog,2025-05-07 16:21:26.685228
Adoption,A0810,Cat,2025-05-07 16:27:26.685228
Adoption,A0584,Dog,2025-05-08 09:25:26.685228
Adoption,A0830,Cat,2025-05-08 09:43:26.685228
Adoption,A0727,Cat,2025-05-08 10:49:26.685228
Adoption,A0786,Other,2025-05-08 12:37:26.685228
Adoption,A0758,Cat,2025-05-08 16:52:26.685228
Adoption,A0949,Dog,2025-05-08 18:52:26.685228
Adoption,A0066,Cat,2025-05-09 10:44:26.685228
Adoption,A0643,Dog,2025-05-09 10:58:26.685228
Adoption,A0694,Dog,2025-05-09 11:10:26.685228
Adoption,A0153,Dog,2025-05-09 11:57:26.685228
Adoption,A0971,Cat,2025-05-09 16:47:26.685228
Adoption,A0937,Cat,2025-05-09 18:52:26.685228
Adoption,A0369,Cat,2025-05-10 10:34:26.685228
Adoption,A0292,Dog,2025-05-10 10:36:26.685228
Adoption,A0040,Cat,2025-05-10 17:21:26.685228
Adoption,A0107,Dog,2025-05-10 18:32:26.685228
Adoption,A0520,Dog,2025-05-10 19:29:26.685228
Adoption,A0099,Cat,2025-05-11 12:55:26.685228
Adoption,A0291,Cat,2025-05-11 13:42:26.685228
Adoption,A0681,Dog,2025-05-11 16:51:26.685228
Adoption,A0095,Dog,2025-05-11 18:12:26.685228
Adoption,A0944,Cat,2025-05-11 18:55:26.685228
Adoption,A0606,Dog,2025-05-11 19:23:26.685228
Adoption,A0128,Cat,2025-05-12 09:44:26.685228
Adoption,A0926,Cat,2025-05-12 09:58:26.685228
Adoption,A0171,Dog,2025-05-12 11:31:26.685228
Adoption,A0357,Dog,2025-05-12 12:05:26.685228
Adoption,A0597,Other,2025-05-12 15:52:26.685228
Adoption,A0433,Dog,2025-05-12 17:51:26.685228
Adoption,A0529,Cat,2025-05-13 08:54:26.685228
Adoption,A0890,Cat,2025-05-13 10:45:26.685228
Adoption,A0976,Dog,2025-05-13 12:45:26.685228
Adoption,A0789,Dog,2025-05-13 14:18:26.685228
Adoption,A0473,Dog,2025-05-13 14:44:26.685228
Adoption,A0966,Dog,2025-05-14 10:55:26.685228
Adoption,A0097,Dog,2025-05-14 14:40:26.685228
Adoption,A0214,Dog,2025-05-14 19:59:26.685228
Adoption,A0569,Dog,2025-05-15 11:06:26.685228
Adoption,A0957,Dog,2025-05-15 11:58:26.685228
Adoption,A0251,Cat,2025-05-15 13:11:26.685228
Adoption,A0556,Cat,2025-05-15 13:32:26.685228
Adoption,A0434,Cat,2025-05-15 15:48:26.685228
Adoption,A0487,Cat,2025-05-15 16:28:26.685228
Adoption,A0594,Cat,2025-05-16 14:40:26.685228
Adoption,A0552,Cat,2025-05-16 15:56:26.685228
Adoption,A0626,Cat,2025-05-16 16:21:26.685228
Adoption,A0691,Dog,2025-05-16 17:18:26.685228
Adoption,A0505,Dog,2025-05-16 18:35:26.685228
Adoption,A0582,Dog,2025-05-17 08:02:26.685228
Adoption,A0765,Dog,2025-05-17 08:37:26.685228
Adoption,A0377,Dog,2025-05-17 10:20:26.685228
Adoption,A0961,Cat,2025-05-17 15:01:26.685228
Adoption,A0286,Cat,2025-05-17 16:22:26.685228
Adoption,A0125,Dog,2025-05-17 18:59:26.685228
Adoption,A0989,Dog,2025-05-18 10:08:26.685228
Adoption,A0379,Dog,2025-05-18 10:37:26.685228
Adoption,A0140,Dog,2025-05-18 14:22:26.685228
Adoption,A0661,Cat,2025-05-18 15:14:26.685228
Adoption,A0565,Cat,2025-05-19 08:19:26.685228
Adoption,A0376,Dog,2025-05-19 10:38:26.685228
Adoption,A0415,Cat,2025-05-19 10:44:26.685228
Adoption,A0806,Dog,2025-05-19 13:29:26.685228
Adoption,A0215,Dog,2025-05-19 14:33:26.685228
Adoption,A0575,Dog,2025-05-19 15:13:26.685228
Adoption,A0243,Dog,2025-05-19 15:20:26.685228
Adoption,A0460,Dog,2025-05-19 16:25:26.685228
Adoption,A0668,Dog,2025-05-19 16:39:26.685228
Adoption,A0453,Dog,2025-05-19 19:05:26.685228
Adoption,A0886,Cat,2025-05-20 09:58:26.685228
Adoption,A0208,Dog,2025-05-20 11:52:26.685228
Adoption,A0735,Cat,2025-05-20 14:07:26.685228
Adoption,A0610,Dog,2025-05-20 15:42:26.685228
Adoption,A0790,Dog,2025-05-20 15:59:26.685228
Adoption,A0760,Cat,2025-05-20 16:29:26.685228
Adoption,A0591,Dog,2025-05-20 17:20:26.685228
Adoption,A0422,Cat,2025-05-20 17:35:26.685228
Adoption,A0688,Dog,2025-05-20 17:58:26.685228
Adoption,A0293,Dog,2025-05-20 20:32:26.685228
Adoption,A0708,Dog,2025-05-21 08:08:26.685228
Adoption,A0276,Dog,2025-05-21 12:01:26.685228
Adoption,A0893,Dog,2025-05-21 15:35:26.685228
Adoption,A0657,Dog,2025-05-21 17:14:26.685228
Adoption,A0587,Dog,2025-05-21 17:48:26.685228
Adoption,A0071,Cat,2025-05-21 18:48:26.685228
Adoption,A0256,Dog,2025-05-22 08:12:26.685228
Adoption,A0557,Other,2025-05-22 09:26:26.685228
Adoption,A0314,Dog,2025-05-22 10:04:26.685228
Adoption,A0820,Dog,2025-05-22 10:46:26.685228
Adoption,A0474,Dog,2025-05-22 11:05:26.685228
Adoption,A0655,Dog,2025-05-22 13:51:26.685228
Adoption,A0223,Cat,2025-05-22 14:08:26.685228
Adoption,A0421,Cat,2025-05-22 15:30:26.685228
Adoption,A0225,Dog,2025-05-22 17:39:26.685228
Adoption,A0199,Other,2025-05-22 18:09:26.685228
Adoption,A0259,Cat,2025-05-23 09:45:26.685228
Adoption,A0226,Other,2025-05-23 10:58:26.685228
Adoption,A0629,Cat,2025-05-23 12:01:26.685228
Adoption,A0221,Dog,2025-05-23 14:17:26.685228
Adoption,A0289,Cat,2025-05-23 17:12:26.685228
Adoption,A0723,Cat,2025-05-24 09:02:26.685228
Adoption,A0651,Dog,2025-05-24 10:19:26.685228
Adoption,A0827,Cat,2025-05-24 13:21:26.685228
Adoption,A0914,Dog,2025-05-25 15:45:26.685228
Adoption,A0389,Dog,2025-05-25 16:03:26.685228
Adoption,A0017,Dog,2025-05-25 17:39:26.685228
Adoption,A0763,Dog,2025-05-26 09:03:26.685228
Adoption,A0802,Cat,2025-05-26 09:21:26.685228
Adoption,A0975,Dog,2025-05-26 10:10:26.685228
Adoption,A0537,Dog,2025-05-26 12:30:26.685228
Adoption,A0350,Cat,2025-05-26 12:56:26.685228
Adoption,A0113,Cat,2025-05-26 13:20:26.685228
Adoption,A0139,Cat,2025-05-26 13:56:26.685228
Adoption,A0238,Cat,2025-05-26 14:31:26.685228
Adoption,A0574,Cat,2025-05-26 14:55:26.685228
Adoption,A0872,Dog,2025-05-26 15:16:26.685228
Adoption,A0673,Dog,2025-05-27 09:01:26.685228
Adoption,A0264,Dog,2025-05-27 09:43:26.685228
Adoption,A0486,Cat,2025-05-27 13:04:26.685228
Adoption,A0260,Cat,2025-05-27 13:39:26.685228
Adoption,A0015,Cat,2025-05-27 14:03:26.685228
Adoption,A0924,Cat,2025-05-27 14:13:26.685228
Adoption,A0990,Dog,2025-05-27 15:03:26.685228
Adoption,A0531,Cat,2025-05-27 15:13:26.685228
Adoption,A0176,Dog,2025-05-27 15:31:26.685228
Adoption,A0536,Dog,2025-05-27 15:53:26.685228
Adoption,A0931,Dog,2025-05-27 16:18:26.685228
Adoption,A0366,Dog,2025-05-27 18:09:26.685228
Adoption,A0698,Dog,2025-05-28 09:07:26.685228
Adoption,A0274,Other,2025-05-28 11:12:26.685228
Adoption,A0365,Cat,2025-05-28 17:19:26.685228
Adoption,A0638,Dog,2025-05-28 17:23:26.685228
Adoption,A0386,Cat,2025-05-28 21:16:26.685228
Adoption,A0515,Cat,2025-05-29 08:19:26.685228
Adoption,A0083,Dog,2025-05-29 10:59:26.685228
Adoption,A0865,Cat,2025-05-29 13:52:26.685228
Adoption,A0452,Dog,2025-05-29 15:14:26.685228
Adoption,A0750,Cat,2025-05-29 17:11:26.685228
Adoption,A0951,Dog,2025-05-29 17:40:26.685228
Adoption,A0170,Dog,2025-05-30 09:53:26.685228
Adoption,A0352,Cat,2025-05-30 11:10:26.685228
Adoption,A0687,Dog,2025-05-30 13:24:26.685228
Adoption,A0838,Cat,2025-05-30 15:15:26.685228
Adoption,A0813,Dog,2025-05-30 15:32:26.685228
Adoption,A0674,Dog,2025-05-31 10:24:26.685228
Adoption,A0086,Dog,2025-06-01 12:34:26.685228
Adoption,A0690,Cat,2025-06-01 14:42:26.685228
Adoption,A0524,Cat,2025-06-01 16:29:26.685228
Adoption,A0320,Dog,2025-06-02 09:31:26.685228
Adoption,A0021,Dog,2025-06-02 12:59:26.685228
Adoption,A0420,Cat,2025-06-02 13:52:26.685228
Adoption,A0300,Cat,2025-06-02 18:29:26.685228
Adoption,A0239,Dog,2025-06-03 09:50:26.685228
Adoption,A0662,Cat,2025-06-03 10:21:26.685228
Adoption,A0616,Dog,2025-06-03 19:33:26.685228
Adoption,A0484,Dog,2025-06-04 08:25:26.685228
Adoption,A0647,Dog,2025-06-04 10:48:26.685228
Adoption,A0815,Dog,2025-06-04 11:34:26.685228
Adoption,A0145,Cat,2025-06-04 13:23:26.685228
Adoption,A0205,Dog,2025-06-04 16:01:26.685228
Adoption,A0179,Dog,2025-06-04 17:16:26.685228
Adoption,A0204,Cat,2025-06-04 17:39:26.685228
Adoption,A0334,Dog,2025-06-04 18:12:26.685228
Adoption,A0253,Dog,2025-06-04 18:46:26.685228
Adoption,A0718,Dog,2025-06-05 11:05:26.685228
Adoption,A0640,Dog,2025-06-05 11:39:26.685228
Adoption,A0492,Dog,2025-06-05 12:09:26.685228
Adoption,A0283,Cat,2025-06-05 14:30:26.685228
Adoption,A0025,Dog,2025-06-05 14:35:26.685228
Adoption,A0499,Cat,2025-06-05 15:38:26.685228
Adoption,A0970,Dog,2025-06-05 15:48:26.685228
Adoption,A0335,Dog,2025-06-05 16:08:26.685228
Adoption,A0263,Cat,2025-06-05 16:22:26.685228
Adoption,A0689,Cat,2025-06-05 16:49:26.685228
Adoption,A0229,Dog,2025-06-05 17:57:26.685228
Adoption,A0356,Cat,2025-06-05 20:54:26.685228
Adoption,A0517,Dog,2025-06-06 12:24:26.685228
Adoption,A0073,Cat,2025-06-06 14:10:26.685228
Adoption,A0751,Dog,2025-06-06 16:10:26.685228
Adoption,A0110,Cat,2025-06-06 16:57:26.685228
Adoption,A0100,Dog,2025-06-07 09:08:26.685228
Adoption,A0992,Dog,2025-06-07 10:16:26.685228
Adoption,A0101,Cat,2025-06-07 11:40:26.685228
Adoption,A0489,Dog,2025-06-07 13:19:26.685228
Adoption,A0281,Dog,2025-06-07 13:26:26.685228
Adoption,A0585,Dog,2025-06-07 14:36:26.685228
Adoption,A0528,Dog,2025-06-08 10:34:26.685228
Adoption,A0679,Dog,2025-06-08 11:32:26.685228
Adoption,A0222,Dog,2025-06-08 11:54:26.685228
Adoption,A0268,Dog,2025-06-08 15:21:26.685228
Adoption,A0061,Dog,2025-06-08 15:44:26.685228
Adoption,A0526,Other,2025-06-08 16:27:26.685228
Adoption,A0654,Cat,2025-06-08 17:45:26.685228
Adoption,A0603,Dog,2025-06-09 10:54:26.685228
Adoption,A0733,Dog,2025-06-09 15:00:26.685228
Adoption,A0173,Dog,2025-06-09 17:09:26.685228
Adoption,A0780,Cat,2025-06-10 12:04:26.685228
Adoption,A0770,Other,2025-06-10 12:26:26.685228
Adoption,A0269,Cat,2025-06-10 12:42:26.685228
Adoption,A0641,Dog,2025-06-10 15:37:26.685228
Adoption,A0604,Cat,2025-06-10 17:32:26.685228
Adoption,A0043,Dog,2025-06-11 11:01:26.685228
Adoption,A0633,Dog,2025-06-11 14:47:26.685228
Adoption,A0619,Cat,2025-06-11 15:05:26.685228
Adoption,A0581,Dog,2025-06-11 16:04:26.685228
Adoption,A0413,Other,2025-06-12 13:21:26.685228
Adoption,A0899,Dog,2025-06-12 15:13:26.685228
Adoption,A0500,Dog,2025-06-12 15:49:26.685228
Adoption,A0230,Cat,2025-06-12 17:24:26.685228
Adoption,A0595,Cat,2025-06-12 17:32:26.685228
Adoption,A0980,Cat,2025-06-12 19:04:26.685228
Adoption,A0903,Cat,2025-06-13 09:24:26.685228
Adoption,A0282,Cat,2025-06-13 10:49:26.685228
Adoption,A0596,Cat,2025-06-14 13:49:26.685228
Adoption,A0395,Cat,2025-06-14 14:15:26.685228
Adoption,A0824,Cat,2025-06-14 14:56:26.685228
Adoption,A0031,Dog,2025-06-14 15:51:26.685228
Adoption,A0150,Cat,2025-06-14 17:19:26.685228
Adoption,A0361,Dog,2025-06-14 18:57:26.685228
Adoption,A0141,Dog,2025-06-15 09:42:26.685228
Adoption,A0494,Dog,2025-06-15 10:35:26.685228
Adoption,A0977,Dog,2025-06-16 09:49:26.685228
Adoption,A0117,Dog,2025-06-16 12:33:26.685228
Adoption,A0175,Dog,2025-06-16 12:46:26.685228
Adoption,A0203,Cat,2025-06-16 13:26:26.685228
Adoption,A0056,Cat,2025-06-16 16:00:26.685228
Adoption,A0319,Dog,2025-06-16 16:34:26.685228
Adoption,A0741,Cat,2025-06-17 15:36:26.685228
Adoption,A0625,Dog,2025-06-17 16:01:26.685228
Adoption,A0648,Dog,2025-06-17 16:31:26.685228
Adoption,A0646,Dog,2025-06-17 16:50:26.685228
Adoption,A0947,Cat,2025-06-17 17:13:26.685228
Adoption,A0372,Dog,2025-06-17 18:37:26.685228
Adoption,A0344,Cat,2025-06-18 16:16:26.685228
Adoption,A0593,Dog,2025-06-18 17:56:26.685228
Adoption,A0058,Dog,2025-06-19 10:20:26.685228
